"Variables","Importance","Boruta1","Boruta2"
"X0.85_352.1732n",0.02,0,0
"X0.85_244.1314m.z",0.05,0,0
"X0.85_486.1509m.z",0.05,0,0
"X0.85_395.1898m.z",0.01,0,0
"X0.83_163.0612m.z",0.05,0,0
"X0.83_371.1157m.z",0.05,0,0
"X0.83_231.1347m.z",0.04,0,0
"X2.19_457.9871m.z",0.02,0,0
"X2.18_481.2255m.z",0.02,0,0
"X2.18_131.0356m.z",0.1,0,0
"X2.42_199.0323n",0.05,0,0
"X2.42_399.1478m.z",0,0,0
"X2.45_529.0588m.z",0.07,0,0
"X2.20_281.9930m.z",0.03,0,0
"X2.58_407.0503m.z",0.07,0,0
"X2.57_476.0738n",0.05,0,0
"X2.18_187.1077m.z",0.03,0,0
"X2.52_254.1182m.z",0.11,0,0
"X2.33_205.9880n",0.04,0,0
"X2.25_187.0994m.z",0.04,0,0
"X2.32_197.0795m.z",0.02,0,0
"X2.32_521.1976n",0.04,0,0
"X2.32_373.0208m.z",0.08,0,0
"X2.33_275.9575m.z",0.03,0,0
"X2.32_403.0579m.z",0.08,0,0
"X2.26_911.9510m.z",0.04,0,0
"X2.39_125.0612m.z",0.13,0,0
"X2.21_259.1302m.z",0.07,0,0
"X2.33_464.0476m.z",0.13,0,0
"X2.33_230.9595m.z",0.01,0,0
"X2.36_340.1354n",0.02,0,0
"X2.07_655.1221m.z",0.05,0,0
"X2.07_619.2209m.z",0.01,0,0
"X2.07_670.2143m.z",0.01,0,0
"X2.07_557.2301n",0.02,0,0
"X2.02_941.3584n",0.03,0,0
"X2.11_447.1223m.z",2.53,1,1
"X2.11_116.0481n",0.15,0,0
"X2.62_409.0142n",0.03,0,0
"X2.71_243.1344m.z",0.07,0,0
"X2.72_460.1670m.z",0.07,0,0
"X2.72_814.0931m.z",0.04,0,0
"X6.97_230.1517n",0.04,0,0
"X3.86_356.0732m.z",0.04,0,0
"X0.48_327.0652m.z",0.01,0,0
"X1.43_179.0216m.z",0.03,0,0
"X1.76_187.1086m.z",0.04,0,0
"X1.97_174.1005n",0.02,0,0
"X2.01_390.1154n",0.16,0,0
"X2.73_263.1503m.z",0.04,0,0
"X2.28_354.1510n",0.02,0,0
"X3.44_587.1246m.z",0.03,0,0
"X4.85_301.1650m.z",0.02,0,0
"X1.90_254.9843m.z",0.12,0,0
"X0.63_326.1181n",0.02,0,0
"X2.05_602.1116m.z",0.01,0,0
"X6.12_321.2058m.z",0.01,0,0
"X1.89_389.1132m.z",0.11,0,0
"X0.48_479.0172m.z",0.03,0,0
"X0.81_556.2135n",0.05,0,0
"X2.28_201.0780m.z",0.03,0,0
"X1.44_155.0578m.z",0.04,0,0
"X2.17_297.0994m.z",0.05,0,0
"X1.96_188.0926m.z",0.04,0,0
"X2.00_599.1256m.z",0.01,0,0
"X1.27_222.0440m.z",0.05,0,0
"X0.48_259.0784m.z",0.01,0,0
"X2.94_177.0789n",0.03,0,0
"X0.96_144.0904n",0.05,0,0
"X0.47_540.9869m.z",0.04,0,0
"X6.11_618.1397n",0.06,0,0
"X2.15_309.1096m.z",0.02,0,0
"X3.28_362.0491m.z",0.05,0,0
"X2.05_330.1289m.z",0.03,0,0
"X1.34_131.0829m.z",0,0,0
"X1.34_173.0937m.z",0.02,0,0
"X0.95_109.0408m.z",0.09,0,0
"X1.76_330.0446m.z",0.03,0,0
"X5.03_154.0997n",0.01,0,0
"X7.14_651.3863m.z",0.01,0,0
"X6.14_283.1178m.z",0.03,0,0
"X0.48_343.0440m.z",0.01,0,0
"X1.68_546.2128n",0.03,0,0
"X0.86_144.0779m.z",0,0,0
"X4.71_134.0255m.z",0.01,0,0
"X0.84_189.0542m.z",0.03,0,0
"X0.63_423.0823m.z",0.02,0,0
"X0.66_696.1535m.z",0.02,0,0
"X0.96_188.0825n",0.05,0,0
"X2.74_687.0830m.z",0.09,0,0
"X1.18_349.0746m.z",0.02,0,0
"X1.32_346.0705m.z",0.02,0,0
"X2.94_290.0618m.z",0.08,0,0
"X0.74_172.0981m.z",0.06,0,0
"X0.48_463.0398m.z",0,0,0
"X1.34_216.0990m.z",0.02,0,0
"X6.11_740.1856n",0.04,0,0
"X2.94_361.9973m.z",0.02,0,0
"X1.51_473.1103m.z",0.04,0,0
"X1.77_206.9960m.z",0.1,0,0
"X3.35_125.0615m.z",0.1,0,0
"X0.47_457.0228m.z",0.03,0,0
"X0.91_173.0998m.z",0.03,0,0
"X3.09_158.0824m.z",0.05,0,0
"X0.96_272.0500m.z",0.02,0,0
"X0.56_317.0530m.z",0.04,0,0
"X5.61_177.0015m.z",0.03,0,0
"X7.71_333.1543m.z",0.02,0,0
"X2.33_213.9572m.z",0.01,0,0
"X1.50_105.0554n",0.01,0,0
"X1.51_225.0639m.z",0.04,0,0
"X0.72_220.0823m.z",0.02,0,0
"X4.12_374.1192n",0.03,0,0
"X0.68_160.0981m.z",0.02,0,0
"X0.74_273.0279m.z",0.02,0,0
"X0.48_411.0302m.z",0.01,0,0
"X7.85_214.1447m.z",0.02,0,0
"X6.11_585.1922m.z",0.01,0,0
"X1.83_360.0292m.z",0.02,0,0
"X0.81_365.0358m.z",0.03,0,0
"X0.53_180.0698n",0.01,0,0
"X6.84_158.1186m.z",0.17,0,0
"X3.79_265.0470m.z",0.03,0,0
"X3.30_357.1049n",0.01,0,0
"X1.53_197.0679m.z",0.06,0,0
"X8.75_332.1527m.z",0.01,0,0
"X3.30_339.0712m.z",0.02,0,0
"X0.85_242.0989n",0.16,0,0
"X0.83_283.0172m.z",0.03,0,0
"X6.84_283.0503m.z",0.13,0,0
"X1.75_289.0563m.z",0.01,0,0
"X2.33_87.0457m.z",0.09,0,0
"X1.33_229.1291m.z",0.02,0,0
"X1.51_365.0691m.z",0.05,0,0
"X0.77_417.9954m.z",0.01,0,0
"X1.53_197.1781m.z",0.05,0,0
"X3.17_597.0382m.z",0.01,0,0
"X0.47_338.0626n",0,0,0
"X1.48_89.0482n",0.05,0,0
"X4.86_376.0108m.z",0.25,0,1
"X3.87_380.1662n",0.05,0,0
"X2.18_66.0710n",0.12,0,0
"X6.84_345.0509m.z",0.03,0,0
"X1.76_298.1018m.z",0.04,0,0
"X1.76_230.1147m.z",0.03,0,0
"X6.89_297.1078m.z",0.01,0,0
"X4.34_177.0022m.z",0.04,0,0
"X2.31_361.0157m.z",0.02,0,0
"X4.38_202.0540m.z",0.06,0,0
"X2.18_286.0651n",0.16,0,0
"X1.43_115.0042m.z",0.02,0,0
"X3.93_295.1300m.z",0.08,0,0
"X0.81_210.0881m.z",0.02,0,0
"X5.03_266.0763n",0.03,0,0
"X0.91_215.1151m.z",0.01,0,0
"X1.96_889.1754m.z",0.96,1,1
"X2.33_366.0816m.z",0.02,0,0
"X0.88_263.0719m.z",0.04,0,0
"X0.92_215.1398m.z",0.03,0,0
"X5.03_423.0262m.z",0.02,0,0
"X6.84_200.1292m.z",0.12,0,0
"X7.94_199.0798m.z",0.02,0,0
"X4.84_212.0682n",0.01,0,0
"X4.23_243.8444m.z",0.01,0,0
"X0.92_173.1294m.z",0.01,0,0
"X2.33_169.9679m.z",0.02,0,0
"X2.06_281.1505m.z",0.03,0,0
"X3.70_233.0535m.z",0.11,0,0
"X1.51_225.2417m.z",0.03,0,0
"X5.54_563.2094m.z",0.03,0,0
"X7.39_249.1118m.z",0.04,0,0
"X5.61_374.0318m.z",0.01,0,0
"X5.03_432.9823m.z",0.02,0,0
"X5.03_342.0042m.z",0.01,0,0
"X2.18_229.1191m.z",0.05,0,0
"X5.50_563.1339m.z",0.01,0,0
"X4.67_172.0980m.z",0.16,0,0
"X3.28_368.9870m.z",0.07,0,0
"X5.03_198.0893n",0.03,0,0
"Gender",0,0,0
"Centre",0.38,0,0
"Age",0.05,0,0
