"set","nr","mtry","oob"
"df4_d",9,1450,0.088135593220339
"df4_d",10,1450,0.0915254237288136
"df4_d",1,1460,0.0847457627118644
"df4_d",2,1460,0.0847457627118644
"df4_d",3,1460,0.0915254237288136
"df4_d",4,1460,0.0813559322033898
"df4_d",5,1460,0.0745762711864407
"df4_d",6,1460,0.088135593220339
"df4_d",7,1460,0.0813559322033898
"df4_d",8,1460,0.0847457627118644
"df4_d",9,1460,0.0813559322033898
"df4_d",10,1460,0.088135593220339
"df4_d",1,1470,0.0813559322033898
"df4_d",2,1470,0.0847457627118644
"df4_d",3,1470,0.0779661016949153
"df4_d",4,1470,0.0813559322033898
"df4_d",5,1470,0.0847457627118644
"df4_d",6,1470,0.0847457627118644
"df4_d",7,1470,0.0983050847457627
"df4_d",8,1470,0.0813559322033898
"df4_d",9,1470,0.088135593220339
"df4_d",10,1470,0.0813559322033898
"df4_d",1,1480,0.0847457627118644
"df4_d",2,1480,0.088135593220339
"df4_d",3,1480,0.0847457627118644
"df4_d",4,1480,0.0779661016949153
"df4_d",5,1480,0.0779661016949153
"df4_d",6,1480,0.0847457627118644
"df4_d",7,1480,0.0779661016949153
"df4_d",8,1480,0.0915254237288136
"df4_d",9,1480,0.0813559322033898
"df4_d",10,1480,0.0847457627118644
"df4_d",1,1490,0.0847457627118644
"df4_d",2,1490,0.0915254237288136
"df4_d",3,1490,0.0813559322033898
"df4_d",4,1490,0.0813559322033898
"df4_d",5,1490,0.0813559322033898
"df4_d",6,1490,0.0779661016949153
"df4_d",7,1490,0.0779661016949153
"df4_d",8,1490,0.088135593220339
"df4_d",9,1490,0.0847457627118644
"df4_d",10,1490,0.0847457627118644
"df4_d",1,1500,0.0779661016949153
"df4_d",2,1500,0.088135593220339
"df4_d",3,1500,0.088135593220339
"df4_d",4,1500,0.0949152542372881
"df4_d",5,1500,0.0847457627118644
"df4_d",6,1500,0.088135593220339
"df4_d",7,1500,0.0847457627118644
"df4_d",8,1500,0.0949152542372881
"df4_d",9,1500,0.0847457627118644
"df4_d",10,1500,0.0745762711864407
"df4_d",1,1510,0.0847457627118644
"df4_d",2,1510,0.0915254237288136
"df4_d",3,1510,0.0915254237288136
"df4_d",4,1510,0.0847457627118644
"df4_d",5,1510,0.088135593220339
"df4_d",6,1510,0.0847457627118644
"df4_d",7,1510,0.0915254237288136
"df4_d",8,1510,0.0813559322033898
"df4_d",9,1510,0.0779661016949153
"df4_d",10,1510,0.088135593220339
"df4_d",1,1520,0.0949152542372881
"df4_d",2,1520,0.0949152542372881
"df4_d",3,1520,0.088135593220339
"df4_d",4,1520,0.0915254237288136
"df4_d",5,1520,0.0847457627118644
"df4_d",6,1520,0.0847457627118644
"df4_d",7,1520,0.0915254237288136
"df4_d",8,1520,0.0847457627118644
"df4_d",9,1520,0.088135593220339
"df4_d",10,1520,0.0847457627118644
"df4_d",1,1530,0.101694915254237
"df4_d",2,1530,0.0847457627118644
"df4_d",3,1530,0.0813559322033898
"df4_d",4,1530,0.0813559322033898
"df4_d",5,1530,0.0983050847457627
"df4_d",6,1530,0.0847457627118644
"df4_d",7,1530,0.0915254237288136
"df4_d",8,1530,0.0915254237288136
"df4_d",9,1530,0.0847457627118644
"df4_d",10,1530,0.0949152542372881
"df4_d",1,1540,0.088135593220339
"df4_d",2,1540,0.0847457627118644
"df4_d",3,1540,0.0915254237288136
"df4_d",4,1540,0.0779661016949153
"df4_d",5,1540,0.0847457627118644
"df4_d",6,1540,0.0813559322033898
"df4_d",7,1540,0.0949152542372881
"df4_d",8,1540,0.0813559322033898
"df4_d",9,1540,0.088135593220339
"df4_d",10,1540,0.0847457627118644
